data_id,state_id,indicator_id,categories_id,nfhs_id,state_name,state_acronym,category,indicator_name,nfhs_round,ST,Non-ST,Total
1474,37,106,16,2,Ladakh,LA,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,94.2,85.2,91.5
1475,37,107,16,2,Ladakh,LA,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,26,22.7,24.3
1476,37,108,16,2,Ladakh,LA,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,25.9,36.1,29
1477,37,109,17,2,Ladakh,LA,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,10.9,8.9,10.2
1478,37,110,17,2,Ladakh,LA,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,94.2,94.6,94.3
1479,37,111,17,2,Ladakh,LA,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,1.8,0.6,1.5
1480,37,112,17,2,Ladakh,LA,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.6,2.2,2.5
1481,37,113,17,2,Ladakh,LA,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,6.1,5.8,6
1482,37,114,17,2,Ladakh,LA,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,9.1,5.1,7.8
1483,31,1,1,2,Lakshwadweep,LD,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1190,1176,1187
1484,31,2,1,2,Lakshwadweep,LD,Population and household profile,"Sex ratio at birth for children(0-6 years) born in the last five years(females per 1,000 males)",NFHS V,979,1121,1009
1485,31,3,1,2,Lakshwadweep,LD,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,98.2,97.1,98
1486,31,4,1,2,Lakshwadweep,LD,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,93.4,91.2,93
1487,31,5,1,2,Lakshwadweep,LD,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,69.2,62.4,67.8
1488,31,6,1,2,Lakshwadweep,LD,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,1.5,0,1.3
1489,31,7,1,2,Lakshwadweep,LD,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,95.9,96.7,96.1
1490,31,8,1,2,Lakshwadweep,LD,Population and household profile,Households having BPL card (%),NFHS V,38.1,27.5,36
1491,31,9,1,2,Lakshwadweep,LD,Population and household profile,Households owning agricultural land (%),NFHS V,3.3,4.6,3.5
1492,31,10,1,2,Lakshwadweep,LD,Population and household profile,Households with electricity (%),NFHS V,99.7,99.4,99.7
1493,31,11,1,2,Lakshwadweep,LD,Population and household profile,Households with an improved drinking water source (%),NFHS V,92.2,97.3,93.2
1494,31,12,1,2,Lakshwadweep,LD,Population and household profile,Households using improved sanitation facility (%),NFHS V,99.9,100,99.9
1495,31,13,1,2,Lakshwadweep,LD,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,NA,NA,NA
1496,31,14,1,2,Lakshwadweep,LD,Population and household profile,Households using clean fuel for cooking (%),NFHS V,53.2,85.4,59.4
1497,31,15,1,2,Lakshwadweep,LD,Population and household profile,Households having pucca house (%),NFHS V,93.4,71.5,89.1
1498,31,16,1,2,Lakshwadweep,LD,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,86.8,85.8,86.6
1499,31,17,1,2,Lakshwadweep,LD,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,67.2,69.9,67.7
1500,31,18,1,2,Lakshwadweep,LD,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,1.8,1.1,1.7
1501,31,19,2,2,Lakshwadweep,LD,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,19.8,23.3,20.5
1502,31,20,2,2,Lakshwadweep,LD,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,96.2,96.5,96.2
1503,31,21,2,2,Lakshwadweep,LD,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,62,85.2,66.8
1504,31,22,2,2,Lakshwadweep,LD,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,53.1,72.4,56.3
1505,31,23,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,97.9,100,98.3
1506,31,24,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,54.4,46.6,52.6
1507,31,25,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,18.1,29.5,20.7
1508,31,26,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,NA,NA,NA
1509,31,27,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,73.7,74,73.8
1510,31,28,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,12.8,10.5,12.3
1511,31,29,3,2,Lakshwadweep,LD,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,8.3,7.2,8
1512,31,30,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,1.4,0,1.1
1513,31,31,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,100,98.3,99.6
1514,31,32,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,95.4,78,91.4
1515,31,33,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,78.5,85.2,80.1
1516,31,34,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,74.6,76.4,75
1517,31,35,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,75.6,84.7,77.8
1518,31,36,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,43.7,60.1,47.5
1519,31,37,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,52.3,40.2,49.4
1520,31,38,4,2,Lakshwadweep,LD,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,83.3,75.5,81.5
1521,31,39,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,100,98.3,99.6
1522,31,40,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,71.2,44.7,65.3
1523,31,41,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,32.5,27.1,31.3
1524,31,42,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,100,100,100
1525,31,43,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,28.9,24.2,28.1
1526,31,44,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,9.5,10,9.6
1527,31,45,5,2,Lakshwadweep,LD,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,7920,23076,10952
1528,31,46,6,2,Lakshwadweep,LD,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,91.9,94.8,92.6
1529,31,47,6,2,Lakshwadweep,LD,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,NA,NA,NA
1530,31,48,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children under age 5 years whose birth was registered (%),NFHS V,100,100,100
1531,31,49,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health","Children(12-23 months) fully immunized (BCG, measles, and 3 doses of Polio and DPT) (%)",NFHS V,43,28.5,41
1532,31,50,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children(12-23 months) who have received measles vaccine (%),NFHS V,49,28.5,46.2
1533,31,51,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children(9-59 months) who received a vitamin A dose in last six months (%),NFHS V,21.3,14.1,19.8
1534,31,52,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health","Children under age five years suffered from diarrhoea in the last two weeks, preceding the survey (%)",NFHS V,1.3,5.6,2.3
1535,31,53,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Advice or treatment sought for children suffering from diarrhoea in last two weeks (%),NFHS V,100,56.9,76.1
1536,31,54,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children with diarrhoea in last two weeks who received ORS (%),NFHS V,77.9,28.6,50.6
1537,31,55,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received zinc (%),NFHS V,0,0,0
1538,31,56,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received both ORS and zinc (%),NFHS V,0,0,0
1539,31,57,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Prevalence of symptoms of acute respiratory infection among children under age 5 years within the last two weeks preceding the survey (%),NFHS V,1.4,1.5,1.4
1540,31,58,7,2,Lakshwadweep,LD,"Birth Registration, Immunization and Child Health",Children under age 5 years with ARI Symptoms in last 2 weeks who sought medical treatment same/next day (%),NFHS V,31.7,100,48
1541,31,59,8,2,Lakshwadweep,LD,Child Nutrition,Children with low birth weight (<2500 g) (for births in the 5 years before the survey) (%),NFHS V,9.8,9.3,9.7
1542,31,60,8,2,Lakshwadweep,LD,Child Nutrition,Children under age three years breastfed within one hour of birth (%),NFHS V,77.6,71.3,76.3
1543,31,61,8,2,Lakshwadweep,LD,Child Nutrition,Children exclusively breastfed for 0-6 months (%),NFHS V,58.2,93.1,67
1544,31,62,8,2,Lakshwadweep,LD,Child Nutrition,Total children(6-23 months) receiving an adequate diet (%),NFHS V,23.3,0,18.9
1545,31,63,8,2,Lakshwadweep,LD,Child Nutrition,Children under 5 years who are stunted(height-for-age) (%),NFHS V,36.1,16.7,32
1546,31,64,8,2,Lakshwadweep,LD,Child Nutrition,Children under 5 years who are wasted(weight-for-height) (%),NFHS V,16.6,20.4,17.4
1547,31,65,8,2,Lakshwadweep,LD,Child Nutrition,Children under 5 years who are severely wasted(weight-for-height) (%),NFHS V,9.9,4.2,8.7
1548,31,66,8,2,Lakshwadweep,LD,Child Nutrition,Children under 5 years who are underweight(weight-for-age) (%),NFHS V,23.7,33.6,25.8
1549,31,67,8,2,Lakshwadweep,LD,Child Nutrition,Children under 5 years who are overweight(weight-for-height) (%),NFHS V,12.6,2.2,10.5
1550,31,68,8,2,Lakshwadweep,LD,Child Nutrition,Children aged 6 - 59 months who are anaemic (<11.0g/dl) (%),NFHS V,42.5,45,43.1
1551,31,69,8,2,Lakshwadweep,LD,Child Nutrition,Children under age 6 years who received food supplimentation from anganwadi centre in past 12 months (%),NFHS V,47.8,52.7,48.9
1552,31,70,8,2,Lakshwadweep,LD,Child Nutrition,Mothers of children under age 6 years who received any services from AWC while breastfeeding (%),NFHS V,79.9,75,78.8
1553,31,71,8,2,Lakshwadweep,LD,Child Nutrition,Children(6-59 months) who given deworming medication in past 6 months (%),NFHS V,11.1,26.5,14.5
1554,31,72,8,2,Lakshwadweep,LD,Child Nutrition,Children(6-59 months) who given iron supplimentation in past 7 days (%),NFHS V,4.9,15.8,7.3
1555,31,73,8,2,Lakshwadweep,LD,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months (%),NFHS V,38.9,57.5,43.1
1556,31,74,8,2,Lakshwadweep,LD,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months and their mother were counselled from AWC (%),NFHS V,22.4,66.1,35.5
1557,31,75,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Women(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,8.3,6.4,8
1558,31,76,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Men(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,6.5,0,5.4
1559,31,77,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Women(15-49 years)  who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,33.4,34.4,33.6
1560,31,78,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Men(15-49 years) who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,44.1,28.3,41.5
1561,31,79,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Men(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.90 cm) (%),NFHS V,47.8,89.6,54.7
1562,31,80,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Women(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.85 cm) (%),NFHS V,65.6,80.1,68.4
1563,31,81,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Pregnant women(15-49 years) who are anaemic(<11.0 g/dl) (%),NFHS V,24.4,12.8,20.9
1564,31,82,9,2,Lakshwadweep,LD,Nutritional Status of Adults,Women(15-49 years) years who are anaemic(<12.0 g/dl) (%),NFHS V,24.2,32.4,25.8
1565,31,83,10,2,Lakshwadweep,LD,Diabetes,Women(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,9.6,8.6,9.4
1566,31,84,10,2,Lakshwadweep,LD,Diabetes,Men(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,21,19.6,20.7
1567,31,85,11,2,Lakshwadweep,LD,Hypertension,Women(15-49 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,9.8,9.9,9.8
1568,31,86,11,2,Lakshwadweep,LD,Hypertension,Men(15-49 years) with elevated  blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure,NFHS V,12.2,10.5,11.8
1569,31,87,12,2,Lakshwadweep,LD,Substance Use among Adults,Women age 15 years and above who use any kind of tobacco (%),NFHS V,20,7.5,17.5
1570,31,88,12,2,Lakshwadweep,LD,Substance Use among Adults,Men age 15 years and above who use any kind of tobacco (%),NFHS V,31,18.8,28.5
1571,31,89,12,2,Lakshwadweep,LD,Substance Use among Adults,Women age 15 years and above who consume alcohol (%),NFHS V,0.3,0.3,0.3
1572,31,90,12,2,Lakshwadweep,LD,Substance Use among Adults,Men age 15 years and above who consume alcohol (%),NFHS V,0.3,0.9,0.4
1573,31,91,13,2,Lakshwadweep,LD,Infectious Disease,Households with at least one mosquito net (%),NFHS V,2.2,1.6,2.1
1574,31,92,13,2,Lakshwadweep,LD,Infectious Disease,"Survey population suffering from Tuberculosis(per 100,000 population)",NFHS V,200,0,200
1575,31,93,13,2,Lakshwadweep,LD,Infectious Disease,Women(15-49 years) who have ever heard of tuberculosis (%),NFHS V,96.7,95.3,96.4
1576,31,94,13,2,Lakshwadweep,LD,Infectious Disease,Men(15-49 years) who have ever heard of tuberculosis (%),NFHS V,97.1,92.8,96.6
1577,31,95,14,2,Lakshwadweep,LD,Women's empowerment,Women(15-49 years) who worked in the last 12 months and were paid in cash (%),NFHS V,10.4,13.7,10.9
1578,31,96,14,2,Lakshwadweep,LD,Women's empowerment,Women owning a house and/or land (alone or jointly with others) (%),NFHS V,32.8,20.3,30.7
1579,31,97,14,2,Lakshwadweep,LD,Women's empowerment,Women having a bank or savings account that they themselves use (%),NFHS V,65.2,75.4,66.9
1580,31,98,14,2,Lakshwadweep,LD,Women's empowerment,Women having a mobile phone that they themselves use (%),NFHS V,81.5,96.5,84
1581,31,99,15,2,Lakshwadweep,LD,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence ever (%),NFHS V,1,0,0.8
1582,31,100,15,2,Lakshwadweep,LD,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence in past 12 months (%),NFHS V,1,0,0.8
1583,31,101,15,2,Lakshwadweep,LD,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence during any pregnancy (%),NFHS V,0,0,0
1584,31,102,15,2,Lakshwadweep,LD,Gender based violence,Young women(18-29 years) who experienced sexual violence by age 18 (%),NFHS V,0,0,0
1585,31,103,16,2,Lakshwadweep,LD,Knowledge around STI/HIV,Women(15-49) ever heard of a sexually transmitted infection (%),NFHS V,94.8,100,95.7
1586,31,104,16,2,Lakshwadweep,LD,Knowledge around STI/HIV,Men(15-54 years) ever heard of a sexually transmitted infection (%),NFHS V,99,100,99.1
1587,31,105,16,2,Lakshwadweep,LD,Knowledge around STI/HIV,Women(15-49) ever heard of HIV-AIDS (%),NFHS V,94.8,100,95.7
1588,31,106,16,2,Lakshwadweep,LD,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,98.2,100,98.4
1589,31,107,16,2,Lakshwadweep,LD,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,46.5,49.1,46.9
1590,31,108,16,2,Lakshwadweep,LD,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,68.1,30.4,64
1591,31,109,17,2,Lakshwadweep,LD,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,17.4,17.2,17.4
1592,31,110,17,2,Lakshwadweep,LD,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,27.5,44.3,30.2
1593,31,111,17,2,Lakshwadweep,LD,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.6,0,2.2
1594,31,112,17,2,Lakshwadweep,LD,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,3.3,2.5,3.2
1595,31,113,17,2,Lakshwadweep,LD,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,3,1.9,2.8
1596,31,114,17,2,Lakshwadweep,LD,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,3.5,7.2,4.1
1597,23,1,1,2,Madhya Pradesh,MP,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1022,956,970
1598,23,2,1,2,Madhya Pradesh,MP,Population and household profile,"Sex ratio at birth for children(0-6 years) born in the last five years(females per 1,000 males)",NFHS V,1028,913,940
1599,23,3,1,2,Madhya Pradesh,MP,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,73.2,87.6,84.7
1600,23,4,1,2,Madhya Pradesh,MP,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,55.8,70.6,67.5
1601,23,5,1,2,Madhya Pradesh,MP,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,16.1,32.6,29.3
1602,23,6,1,2,Madhya Pradesh,MP,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,27.4,21.9,23
1603,23,7,1,2,Madhya Pradesh,MP,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,91.5,93.4,93
1604,23,8,1,2,Madhya Pradesh,MP,Population and household profile,Households having BPL card (%),NFHS V,72.2,49.8,54.5
1605,23,9,1,2,Madhya Pradesh,MP,Population and household profile,Households owning agricultural land (%),NFHS V,58.4,47.5,49.8
1606,23,10,1,2,Madhya Pradesh,MP,Population and household profile,Households with electricity (%),NFHS V,96.3,98.5,98.1
1607,23,11,1,2,Madhya Pradesh,MP,Population and household profile,Households with an improved drinking water source (%),NFHS V,82,90.7,88.9
1608,23,12,1,2,Madhya Pradesh,MP,Population and household profile,Households using improved sanitation facility (%),NFHS V,56.2,75.4,71.3
1609,23,13,1,2,Madhya Pradesh,MP,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,41.1,22.1,26.2
1610,23,14,1,2,Madhya Pradesh,MP,Population and household profile,Households using clean fuel for cooking (%),NFHS V,17.5,46.1,40
1611,23,15,1,2,Madhya Pradesh,MP,Population and household profile,Households having pucca house (%),NFHS V,21.3,51.6,45.2
1612,23,16,1,2,Madhya Pradesh,MP,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,56.3,76.1,71.9
1613,23,17,1,2,Madhya Pradesh,MP,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,35.2,38.8,38.1
1614,23,18,1,2,Madhya Pradesh,MP,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,1,1.2,1.2
1615,23,19,2,2,Madhya Pradesh,MP,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,35.1,53.9,49.9
1616,23,20,2,2,Madhya Pradesh,MP,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,81.8,91.7,89.6
1617,23,21,2,2,Madhya Pradesh,MP,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,33,58.6,53.4
1618,23,22,2,2,Madhya Pradesh,MP,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,13.7,30.3,26.9
1619,23,23,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,41.4,66.2,60.9
1620,23,24,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,72.1,71.6,71.7
1621,23,25,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,57,50.6,51.9
1622,23,26,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,0.9,0.7,0.7
1623,23,27,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,94.5,82.8,85.2
1624,23,28,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,6.5,8,7.7
1625,23,29,3,2,Madhya Pradesh,MP,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,3.5,3.9,3.8
1626,23,30,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,6.9,4.6,5.1
1627,23,31,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,74.9,75.5,75.4
1628,23,32,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,55.6,58.1,57.5
1629,23,33,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,52,51.2,51.4
1630,23,34,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,33,32.9,32.9
1631,23,35,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,96.5,96.7,96.6
1632,23,36,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,79,72,73.5
1633,23,37,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,83.6,79.3,80.3
1634,23,38,4,2,Madhya Pradesh,MP,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,87.3,82.8,83.8
1635,23,39,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,82,93.4,90.7
1636,23,40,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,79.9,80.3,80.2
1637,23,41,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,4.7,14.3,12.1
1638,23,42,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,26.7,28,27.4
1639,23,43,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,4.6,9.3,8.2
1640,23,44,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,61.7,53.8,55.4
1641,23,45,5,2,Madhya Pradesh,MP,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,1274,4458,3793
1642,23,46,6,2,Madhya Pradesh,MP,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,85.5,87.2,86.8
1643,23,47,6,2,Madhya Pradesh,MP,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,6.5,6.5,6.5
1644,23,48,7,2,Madhya Pradesh,MP,"Birth Registration, Immunization and Child Health",Children under age 5 years whose birth was registered (%),NFHS V,91.3,94.9,94
1645,23,49,7,2,Madhya Pradesh,MP,"Birth Registration, Immunization and Child Health","Children(12-23 months) fully immunized (BCG, measles, and 3 doses of Polio and DPT) (%)",NFHS V,63.8,68.2,67.2
1646,23,50,7,2,Madhya Pradesh,MP,"Birth Registration, Immunization and Child Health",Children(12-23 months) who have received measles vaccine (%),NFHS V,74,78.8,77.7
1647,23,51,7,2,Madhya Pradesh,MP,"Birth Registration, Immunization and Child Health",Children(9-59 months) who received a vitamin A dose in last six months (%),NFHS V,40.5,37.2,38
1648,23,52,7,2,Madhya Pradesh,MP,"Birth Registration, Immunization and Child Health","Children under age five years suffered from diarrhoea in the last two weeks, preceding the survey (%)",NFHS V,5.1,6.8,6.4
